Simulation Time,Conveyor:Statistics:PartsMinTime,Pick And Place Process:Statistics:PartsMinTime,Conveyor #2:Statistics:PartsMinTime,Pick And Place Process #2:Statistics:PartsMinTime,Conveyor #3:Statistics:PartsMinTime,Pick And Place Process #3:Statistics:PartsMinTime,Conveyor #4:Statistics:PartsMinTime,Pick And Place Process #4:Statistics:PartsMinTime,Conveyor #5:Statistics:PartsMinTime,Pick And Place Process #5:Statistics:PartsMinTime,Conveyor #6:Statistics:PartsMinTime,Pick And Place Process #6:Statistics:PartsMinTime,Conveyor #7:Statistics:PartsMinTime,Conveyor #8:Statistics:PartsMinTime,Conveyor:Statistics:PartsMaxTime,Pick And Place Process:Statistics:PartsMaxTime,Conveyor #2:Statistics:PartsMaxTime,Pick And Place Process #2:Statistics:PartsMaxTime,Conveyor #3:Statistics:PartsMaxTime,Pick And Place Process #3:Statistics:PartsMaxTime,Conveyor #4:Statistics:PartsMaxTime,Pick And Place Process #4:Statistics:PartsMaxTime,Conveyor #5:Statistics:PartsMaxTime,Pick And Place Process #5:Statistics:PartsMaxTime,Conveyor #6:Statistics:PartsMaxTime,Pick And Place Process #6:Statistics:PartsMaxTime,Conveyor #7:Statistics:PartsMaxTime,Conveyor #8:Statistics:PartsMaxTime,Conveyor:Statistics:PartsTotalTime,Pick And Place Process:Statistics:PartsTotalTime,Conveyor #2:Statistics:PartsTotalTime,Pick And Place Process #2:Statistics:PartsTotalTime,Conveyor #3:Statistics:PartsTotalTime,Pick And Place Process #3:Statistics:PartsTotalTime,Conveyor #4:Statistics:PartsTotalTime,Pick And Place Process #4:Statistics:PartsTotalTime,Conveyor #5:Statistics:PartsTotalTime,Pick And Place Process #5:Statistics:PartsTotalTime,Conveyor #6:Statistics:PartsTotalTime,Pick And Place Process #6:Statistics:PartsTotalTime,Conveyor #7:Statistics:PartsTotalTime,Conveyor #8:Statistics:PartsTotalTime
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.7613756,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.7613756,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.7613756,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.7613756,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.7613756,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7613756,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.7613756,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.7613756,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.7613756,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.7613756,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.7613756,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.7613756,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.7613756,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.7613756,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.7613756,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.7613756,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.7613756,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.7613756,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.7613756,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.7613756,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.7613756,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.6548369,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.6548369,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.6548369,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.6548369,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.6548369,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.6548369,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.6548369,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.6548369,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.6548369,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.6548369,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.6548369,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.6548369,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.6548369,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.6548369,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.6548369,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.6548369,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.6548369,0,0,0,0,0,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.6548369,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.6548369,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.7760539,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.7760539,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.7760539,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.7760539,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.7760539,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.7760539,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.7760539,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.7760539,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.7760539,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.7760539,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.7760539,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.7760539,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.7760539,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377.7760539,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383.7760539,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389.7760539,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395.7760539,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401.7760539,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407.7760539,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.7760539,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.9427655,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.9427655,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433.9427655,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440.9427655,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447.9427655,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454.9427655,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.9427655,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.9427655,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475.9427655,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482.9427655,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.9427655,0,0,0,0,0,0,0,0,0,0,0,0,0
145,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,496.9113097,0,0,0,0,0,0,0,0,0,0,0,0,0
146,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,502.9113097,0,0,0,0,0,0,0,0,0,0,0,0,0
147,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,508.9113097,0,0,0,0,0,0,0,0,0,0,0,0,0
148,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,514.9113097,0,0,0,0,0,0,0,0,0,0,0,0,0
149,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,520.9113097,0,0,0,0,0,0,0,0,0,0,0,0,0
150,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,526.9113097,0,0,0,0,0,0,0,0,0,0,0,0,0
151,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,532.9113097,0,0,0,0,0,0,0,0,0,0,0,0,0
152,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,538.9113097,0,0,0,0,0,0,0,0,0,0,0,0,0
153,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,544.9113097,0,0,0,0,0,0,0,0,0,0,0,0,0
154,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,550.9113097,0,0,0,0,0,0,0,0,0,0,0,0,0
155,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,557.7940878,0,0,0,0,0,0,0,0,0,0,0,0,0
156,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,564.7940878,0,0,0,0,0,0,0,0,0,0,0,0,0
157,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,571.7940878,0,0,0,0,0,0,0,0,0,0,0,0,0
158,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,578.7940878,0,0,0,0,0,0,0,0,0,0,0,0,0
159,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,585.7940878,0,0,0,0,0,0,0,0,0,0,0,0,0
160,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,592.7940878,0,0,0,0,0,0,0,0,0,0,0,0,0
161,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,599.7940878,0,0,0,0,0,0,0,0,0,0,0,0,0
162,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,606.7940878,0,0,0,0,0,0,0,0,0,0,0,0,0
163,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,613.7940878,0,0,0,0,0,0,0,0,0,0,0,0,0
164,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,620.7940878,0,0,0,0,0,0,0,0,0,0,0,0,0
165,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,627.7940878,0,0,0,0,0,0,0,0,0,0,0,0,0
166,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,634.7940878,0,0,0,0,0,0,0,0,0,0,0,0,0
167,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,641.1097053,0,0,0,0,0,0,0,0,0,0,0,0,0
168,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,647.1097053,0,0,0,0,0,0,0,0,0,0,0,0,0
169,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,653.1097053,0,0,0,0,0,0,0,0,0,0,0,0,0
170,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,659.1097053,0,0.40420484,0,0,0,0,0,0,0,0,0,0,0
171,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,665.1097053,0,1.40420484,0,0,0,0,0,0,0,0,0,0,0
172,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,671.1097053,0,2.40420484,0,0,0,0,0,0,0,0,0,0,0
173,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,677.1097053,0,3.40420484,0,0,0,0,0,0,0,0,0,0,0
174,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,683.1097053,0,4.40420484,0,0,0,0,0,0,0,0,0,0,0
175,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,689.5340258,0,5.40420484,0,0,0,0,0,0,0,0,0,0,0
176,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,696.5340258,0,6.40420484,0,0,0,0,0,0,0,0,0,0,0
177,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,703.5340258,0,7.40420484,0,0,0,0,0,0,0,0,0,0,0
178,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,710.5340258,0,8.40420484,0,0,0,0,0,0,0,0,0,0,0
179,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,717.5340258,0,9.40420484,0,0,0,0,0,0,0,0,0,0,0
180,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,724.5340258,0,10.40420484,0,0,0,0,0,0,0,0,0,0,0
181,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,731.5340258,0,11.40420484,0,0,0,0,0,0,0,0,0,0,0
182,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,738.5340258,0,12.40420484,0,0,0,0,0,0,0,0,0,0,0
183,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,745.5340258,0,13.40420484,0,0,0,0,0,0,0,0,0,0,0
184,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,752.5340258,0,14.40420484,0,0,0,0,0,0,0,0,0,0,0
185,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,759.5340258,0,15.40420484,0,0,0,0,0,0,0,0,0,0,0
186,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,766.5340258,0,16.40420484,0,0,0,0,0,0,0,0,0,0,0
187,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,772.8597053,0,17.40420484,0,0,0,0,0,0,0,0,0,0,0
188,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,778.8597053,0,18.40420484,0,0,0,0,0,0,0,0,0,0,0
189,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,784.8597053,0,19.40420484,0,0,0,0,0,0,0,0,0,0,0
190,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,790.8597053,0,20.40420484,0,0,0,0,0,0,0,0,0,0,0
191,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,796.8597053,0,21.73339444,0,0,0,0,0,0,0,0,0,0,0
192,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,802.8597053,0,23.73339444,0,0,0,0,0,0,0,0,0,0,0
193,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,808.8597053,0,25.73339444,0,0,0,0,0,0,0,0,0,0,0
194,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,814.8597053,0,27.73339444,0,0,0,0,0,0,0,0,0,0,0
195,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,821.7424834,0,29.73339444,0,0,0,0,0,0,0,0,0,0,0
196,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,828.7424834,0,31.73339444,0,0,0,0,0,0,0,0,0,0,0
197,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,835.7424834,0,33.73339444,0,0,0,0,0,0,0,0,0,0,0
198,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,842.7424834,0,35.73339444,0,0,0,0,0,0,0,0,0,0,0
199,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,849.7424834,0,37.73339444,0,0,0,0,0,0,0,0,0,0,0
200,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,856.7424834,0,39.73339444,0,0,0,0,0,0,0,0,0,0,0
201,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,863.7424834,0,41.73339444,0,0,0,0,0,0,0,0,0,0,0
202,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,870.7424834,0,43.73339444,0,0,0,0,0,0,0,0,0,0,0
203,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,877.7919731,0,45.73339444,0,0,0,0,0,0,0,0,0,0,0
204,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,885.7919731,0,47.73339444,0,0,0,0,0,0,0,0,0,0,0
205,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,893.7919731,0,49.73339444,0,0,0,0,0,0,0,0,0,0,0
206,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,901.4207561,0,51.73339444,0,0,0,0,0,0,0,0,0,0,0
207,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,908.4207561,0,53.73339444,0,0,0,0,0,0,0,0,0,0,0
208,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,915.4207561,0,55.73339444,0,0,0,0,0,0,0,0,0,0,0
209,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,922.4207561,0,57.73339444,0,0,0,0,0,0,0,0,0,0,0
210,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,929.4207561,0,59.73339444,0,0,0,0,0,0,0,0,0,0,0
211,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,936.4207561,0,62.05252207,0,0,0,0,0,0,0,0,0,0,0
212,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,131.75,0,0,0,0,0,0,0,0,0,0,0,0,0,943.4207561,0,65.05252207,0,0,0,0,0,0,0,0,0,0,0
